date,PM2.5,TEMP,DEWP
2013-03-07 19:00:00,211.0,13.4,-2.6
2013-03-07 20:00:00,227.0,11.8,-2.1
2013-03-07 21:00:00,282.0,9.2,-1.3
2013-03-07 22:00:00,363.0,7.5,-1.2
2013-03-07 23:00:00,376.0,6.6,-0.9
2013-03-08 00:00:00,344.0,4.1,-1.3
2013-03-08 01:00:00,339.0,3.3,-1.7
2013-03-08 02:00:00,339.0,2.5,-1.9
2013-03-08 03:00:00,324.0,1.8,-1.8
2013-03-08 04:00:00,322.0,1.3,-1.8
2013-03-08 05:00:00,315.0,1.4,-1.5
2013-03-08 06:00:00,310.0,1.1,-1.8
2013-03-08 07:00:00,309.0,5.7,0.5
2013-03-08 08:00:00,310.0,10.9,1.4
2013-03-08 09:00:00,326.0,16.9,-0.4
2013-03-08 10:00:00,326.0,19.1,-0.4
2013-03-08 11:00:00,219.0,20.5,-3.3
2013-03-08 12:00:00,104.0,21.7,-2.3
2013-03-08 13:00:00,121.0,22.5,-2.3
2013-03-08 14:00:00,184.0,17.4,1.4
2013-03-08 15:00:00,330.0,13.9,1.2
2013-03-08 16:00:00,172.0,11.9,0.0
2013-03-08 17:00:00,114.0,10.3,-0.5
2013-03-08 18:00:00,82.0,9.3,-0.9
2013-03-08 19:00:00,84.0,8.0,-0.3
2013-03-08 20:00:00,91.0,7.9,-1.6
2013-03-08 21:00:00,81.0,7.2,-1.5
2013-03-08 22:00:00,90.0,6.3,-3.4
2013-03-08 23:00:00,79.0,5.7,-3.4
2013-03-09 00:00:00,49.0,3.6,-2.6
2013-03-09 01:00:00,89.0,2.1,-2.6
2013-03-09 02:00:00,89.0,1.4,-3.1
2013-03-09 03:00:00,98.0,1.1,-3.2
2013-03-09 04:00:00,97.0,1.8,-2.3
2013-03-09 05:00:00,102.0,3.2,-2.8
2013-03-09 06:00:00,110.0,2.8,-2.5
2013-03-09 07:00:00,108.0,4.6,-2.1
2013-03-09 08:00:00,104.0,8.4,-1.7
2013-03-09 09:00:00,113.0,16.3,-0.4
2013-03-09 10:00:00,145.0,16.7,-4.6
2013-03-09 11:00:00,69.0,14.3,-9.1
2013-03-09 12:00:00,78.0,12.4,-14.4
2013-03-09 13:00:00,49.0,10.3,-17.0
2013-03-09 14:00:00,47.0,10.5,-16.8
2013-03-09 15:00:00,28.0,10.2,-17.1
2013-03-09 16:00:00,21.0,10.5,-17.8
2013-03-09 17:00:00,14.0,8.6,-18.3
2013-03-09 18:00:00,17.0,7.4,-19.3
2013-03-09 19:00:00,15.0,6.4,-18.4
2013-03-09 20:00:00,18.0,5.6,-18.3
2013-03-09 21:00:00,12.0,4.8,-17.6
2013-03-09 22:00:00,11.0,3.8,-17.8
2013-03-09 23:00:00,6.0,0.8,-14.1
2013-03-10 00:00:00,11.0,-0.5,-13.4
2013-03-10 01:00:00,11.0,-0.2,-11.6
2013-03-10 02:00:00,6.0,-2.1,-11.7
2013-03-10 03:00:00,10.0,-2.0,-11.8
2013-03-10 04:00:00,18.0,-1.3,-14.8
2013-03-10 05:00:00,21.0,-1.8,-10.9
2013-03-10 06:00:00,18.0,-2.0,-11.8
2013-03-10 07:00:00,24.0,3.5,-14.7
2013-03-10 08:00:00,31.0,5.3,-15.9
2013-03-10 09:00:00,26.0,6.8,-15.9
2013-03-10 10:00:00,27.0,8.3,-14.7
2013-03-10 11:00:00,30.0,9.8,-14.2
2013-03-10 12:00:00,28.0,10.4,-14.4
2013-03-10 13:00:00,34.0,11.2,-13.8
2013-03-10 14:00:00,28.0,11.4,-13.6
2013-03-10 15:00:00,37.0,11.3,-14.5
2013-03-10 16:00:00,36.0,10.4,-13.7
2013-03-10 17:00:00,38.0,9.1,-13.4
2013-03-10 18:00:00,44.0,8.2,-12.3
2013-03-10 19:00:00,60.0,7.7,-11.1
2013-03-10 20:00:00,70.0,7.4,-10.9
2013-03-10 21:00:00,64.0,6.5,-10.3
2013-03-10 22:00:00,70.0,5.9,-10.0
2013-03-10 23:00:00,81.0,3.0,-9.0
2013-03-11 00:00:00,90.0,0.3,-8.7
2013-03-11 01:00:00,95.0,-0.7,-7.3
2013-03-11 02:00:00,95.0,-1.7,-7.0
2013-03-11 03:00:00,96.0,-2.1,-6.5
2013-03-11 04:00:00,97.0,-1.6,-7.9
2013-03-11 05:00:00,106.0,-2.3,-8.0
2013-03-11 06:00:00,114.0,-2.1,-8.0
2013-03-11 07:00:00,112.0,1.3,-8.3
2013-03-11 08:00:00,113.0,3.1,-8.6
2013-03-11 09:00:00,120.0,4.6,-8.2
2013-03-11 10:00:00,141.0,6.7,-8.1
2013-03-11 11:00:00,140.0,7.6,-8.1
2013-03-11 12:00:00,149.0,9.7,-7.5
2013-03-11 13:00:00,150.0,11.3,-7.1
2013-03-11 14:00:00,114.0,11.4,-7.5
2013-03-11 15:00:00,106.0,10.7,-6.2
2013-03-11 16:00:00,113.0,10.4,-6.5
2013-03-11 17:00:00,132.0,9.7,-5.8
2013-03-11 18:00:00,149.0,9.7,-5.1
2013-03-11 19:00:00,144.0,9.6,-4.4
2013-03-11 20:00:00,156.0,9.8,-2.8
2013-03-11 21:00:00,174.0,9.6,-2.7
2013-03-11 22:00:00,152.0,9.3,-4.0
2013-03-11 23:00:00,113.0,8.6,-4.6
2013-03-12 00:00:00,89.0,6.3,-2.8
2013-03-12 01:00:00,106.0,4.8,-2.8
2013-03-12 02:00:00,125.0,5.3,-1.0
2013-03-12 03:00:00,117.0,6.4,-1.0
2013-03-12 04:00:00,112.0,4.3,1.5
2013-03-12 05:00:00,140.0,4.7,1.5
2013-03-12 06:00:00,146.0,4.1,2.6
2013-03-12 07:00:00,115.0,3.5,2.2
2013-03-12 08:00:00,120.0,3.1,1.9
2013-03-12 09:00:00,116.0,3.4,2.2
2013-03-12 10:00:00,123.0,3.7,2.2
2013-03-12 11:00:00,130.0,4.4,2.6
2013-03-12 12:00:00,132.0,4.8,2.2
2013-03-12 13:00:00,129.0,5.3,2.8
2013-03-12 14:00:00,139.0,5.6,2.9
2013-03-12 15:00:00,135.0,6.4,3.2
2013-03-12 16:00:00,133.0,6.6,3.2
2013-03-12 17:00:00,141.0,6.4,3.4
2013-03-12 18:00:00,124.0,5.8,3.1
2013-03-12 19:00:00,137.0,3.3,2.1
2013-03-12 20:00:00,160.0,2.9,2.2
2013-03-12 21:00:00,140.0,3.6,2.6
2013-03-12 22:00:00,88.0,1.9,1.3
2013-03-12 23:00:00,50.0,3.8,-5.7
2013-03-13 00:00:00,22.0,3.4,-7.1
2013-03-13 01:00:00,10.0,2.7,-9.0
2013-03-13 02:00:00,10.0,2.8,-8.9
2013-03-13 03:00:00,7.0,2.4,-8.6
2013-03-13 04:00:00,11.0,0.3,-7.5
2013-03-13 05:00:00,3.0,-0.9,-8.1
2013-03-13 06:00:00,3.0,0.8,-8.5
2013-03-13 07:00:00,3.0,3.7,-10.0
2013-03-13 08:00:00,8.0,4.8,-13.6
2013-03-13 09:00:00,20.0,5.5,-10.7
2013-03-13 10:00:00,16.0,6.4,-11.3
2013-03-13 11:00:00,14.0,6.6,-12.6
2013-03-13 12:00:00,12.0,7.6,-11.7
2013-03-13 13:00:00,17.0,8.5,-13.2
2013-03-13 14:00:00,15.0,9.5,-14.4
2013-03-13 15:00:00,3.0,9.7,-13.5
2013-03-13 16:00:00,3.0,9.1,-12.1
2013-03-13 17:00:00,3.0,7.1,-10.7
2013-03-13 18:00:00,23.0,6.1,-9.0
2013-03-13 19:00:00,31.0,5.5,-8.8
2013-03-13 20:00:00,37.0,5.0,-9.6
2013-03-13 21:00:00,35.0,4.8,-8.7
2013-03-13 22:00:00,37.0,4.0,-8.1
2013-03-13 23:00:00,42.0,2.9,-5.5
2013-03-14 00:00:00,62.0,2.5,-3.8
2013-03-14 01:00:00,71.0,1.6,-4.1
2013-03-14 02:00:00,60.0,1.3,-4.6
2013-03-14 03:00:00,65.0,-0.1,-4.7
2013-03-14 04:00:00,49.0,-0.5,-3.9
2013-03-14 05:00:00,72.0,-0.8,-4.0
2013-03-14 06:00:00,73.0,-0.8,-4.2
2013-03-14 07:00:00,69.0,-0.4,-4.1
2013-03-14 08:00:00,72.0,0.5,-4.2
2013-03-14 09:00:00,84.0,2.2,-4.1
2013-03-14 10:00:00,101.0,3.9,-3.9
2013-03-14 11:00:00,111.0,5.5,-3.6
2013-03-14 12:00:00,97.0,7.2,-3.7
2013-03-14 13:00:00,104.0,8.7,-3.8
2013-03-14 14:00:00,108.0,9.9,-4.5
2013-03-14 15:00:00,105.0,9.3,-4.3
2013-03-14 16:00:00,105.0,8.6,-3.9
2013-03-14 17:00:00,106.0,7.6,-3.6
2013-03-14 18:00:00,115.0,6.8,-2.9
2013-03-14 19:00:00,119.0,6.2,-2.7
2013-03-14 20:00:00,115.0,5.9,-2.0
2013-03-14 21:00:00,119.0,3.5,-1.9
2013-03-14 22:00:00,140.0,1.4,-1.8
2013-03-14 23:00:00,162.0,1.6,-1.8
2013-03-15 00:00:00,165.0,2.3,-2.2
2013-03-15 01:00:00,180.0,2.4,-2.5
2013-03-15 02:00:00,183.0,2.0,-2.9
2013-03-15 03:00:00,182.0,1.5,-2.8
2013-03-15 04:00:00,173.0,1.0,-2.6
2013-03-15 05:00:00,166.0,0.7,-2.5
2013-03-15 06:00:00,163.0,0.6,-2.5
2013-03-15 07:00:00,137.0,2.4,-2.3
2013-03-15 08:00:00,164.0,4.2,-2.2
2013-03-15 09:00:00,172.0,6.4,-2.5
2013-03-15 10:00:00,173.0,8.1,-2.0
2013-03-15 11:00:00,3.0,9.0,-2.0
2013-03-15 12:00:00,110.0,10.3,-2.1
2013-03-15 13:00:00,227.0,12.0,-1.2
2013-03-15 14:00:00,236.0,12.2,-0.7
2013-03-15 15:00:00,256.0,12.3,-0.3
2013-03-15 16:00:00,287.0,11.5,0.3
2013-03-15 17:00:00,278.0,10.6,0.9
2013-03-15 18:00:00,269.0,9.1,1.5
2013-03-15 19:00:00,286.0,7.0,1.3
2013-03-15 20:00:00,304.0,6.3,1.4
2013-03-15 21:00:00,312.0,7.1,0.7
2013-03-15 22:00:00,316.0,7.3,0.9
2013-03-15 23:00:00,353.0,7.3,0.7
2013-03-16 00:00:00,355.0,6.5,0.6
2013-03-16 01:00:00,328.0,5.9,0.2
2013-03-16 02:00:00,308.0,5.9,0.2
2013-03-16 03:00:00,304.0,5.6,0.4
2013-03-16 04:00:00,314.0,3.9,0.6
2013-03-16 05:00:00,276.0,5.3,0.3
2013-03-16 06:00:00,276.0,4.8,0.4
2013-03-16 07:00:00,275.0,6.0,0.5
2013-03-16 08:00:00,278.0,8.4,1.3
2013-03-16 09:00:00,272.0,10.7,0.7
2013-03-16 10:00:00,264.0,12.6,0.0
2013-03-16 11:00:00,270.0,13.5,-0.2
2013-03-16 12:00:00,227.0,14.0,-0.9
2013-03-16 13:00:00,183.0,14.1,-0.4
2013-03-16 14:00:00,166.0,14.5,0.3
2013-03-16 15:00:00,150.0,13.6,1.2
2013-03-16 16:00:00,165.0,12.9,1.5
2013-03-16 17:00:00,185.0,12.4,1.7
2013-03-16 18:00:00,216.0,12.0,2.2
2013-03-16 19:00:00,188.0,10.8,2.6
2013-03-16 20:00:00,197.0,10.0,2.1
2013-03-16 21:00:00,228.0,9.2,1.8
2013-03-16 22:00:00,242.0,8.3,2.1
2013-03-16 23:00:00,210.0,7.8,2.0
2013-03-17 00:00:00,166.0,7.2,2.1
2013-03-17 01:00:00,162.0,6.5,1.8
2013-03-17 02:00:00,176.0,5.6,2.2
2013-03-17 03:00:00,217.0,6.8,2.3
2013-03-17 04:00:00,183.0,5.9,2.2
2013-03-17 05:00:00,180.0,5.3,2.5
2013-03-17 06:00:00,184.0,4.2,1.9
2013-03-17 07:00:00,206.0,5.6,2.1
2013-03-17 08:00:00,206.0,7.6,2.1
2013-03-17 09:00:00,257.0,9.3,2.4
2013-03-17 10:00:00,267.0,10.6,2.7
2013-03-17 11:00:00,293.0,12.9,3.0
2013-03-17 12:00:00,322.0,14.4,2.9
2013-03-17 13:00:00,294.0,15.1,3.2
2013-03-17 14:00:00,332.0,15.9,3.7
2013-03-17 15:00:00,352.0,15.5,3.9
2013-03-17 16:00:00,362.0,15.3,4.0
2013-03-17 17:00:00,356.0,14.1,4.9
2013-03-17 18:00:00,344.0,12.0,4.5
2013-03-17 19:00:00,357.0,9.3,4.7
2013-03-17 20:00:00,364.0,11.5,4.7
2013-03-17 21:00:00,392.0,10.9,3.9
2013-03-17 22:00:00,423.0,10.0,4.1
2013-03-17 23:00:00,434.0,8.7,3.7
2013-03-18 00:00:00,450.0,9.0,2.8
2013-03-18 01:00:00,463.0,8.8,-1.1
2013-03-18 02:00:00,308.0,10.9,-7.4
2013-03-18 03:00:00,36.0,11.4,-10.2
2013-03-18 04:00:00,30.0,10.5,-7.7
2013-03-18 05:00:00,20.0,8.6,-8.0
2013-03-18 06:00:00,14.0,7.0,-9.0
2013-03-18 07:00:00,13.0,6.2,-12.4
2013-03-18 08:00:00,3.0,6.5,-16.9
2013-03-18 09:00:00,3.0,8.7,-13.7
2013-03-18 10:00:00,13.0,9.4,-17.7
2013-03-18 11:00:00,6.0,10.5,-15.9
2013-03-18 12:00:00,8.0,11.7,-15.9
2013-03-18 13:00:00,12.0,11.9,-16.7
2013-03-18 14:00:00,12.0,12.0,-16.6
2013-03-18 15:00:00,14.0,11.5,-12.1
2013-03-18 16:00:00,15.0,10.7,-12.7
2013-03-18 17:00:00,3.0,9.7,-12.9
2013-03-18 18:00:00,28.0,7.2,-2.5
2013-03-18 19:00:00,78.0,5.4,-3.4
2013-03-18 20:00:00,55.0,4.4,-3.6
2013-03-18 21:00:00,38.0,3.7,-4.0
2013-03-18 22:00:00,37.0,2.9,-4.1
2013-03-18 23:00:00,37.0,2.6,-4.0
2013-03-19 00:00:00,31.0,2.5,-4.5
2013-03-19 01:00:00,30.0,2.0,-4.5
2013-03-19 02:00:00,31.0,1.2,-4.5
2013-03-19 03:00:00,33.0,0.8,-3.0
2013-03-19 04:00:00,31.0,0.1,-3.5
2013-03-19 05:00:00,29.0,0.1,-3.8
2013-03-19 06:00:00,32.0,0.4,-2.8
2013-03-19 07:00:00,30.0,1.6,-2.4
2013-03-19 08:00:00,34.0,3.0,-2.9
2013-03-19 09:00:00,38.0,2.6,-3.5
2013-03-19 10:00:00,51.0,3.0,-2.9
2013-03-19 11:00:00,59.0,3.2,-0.3
2013-03-19 12:00:00,60.0,3.5,-0.2
2013-03-19 13:00:00,45.0,4.0,0.0
2013-03-19 14:00:00,50.0,4.8,0.0
2013-03-19 15:00:00,52.0,4.4,0.2
2013-03-19 16:00:00,45.0,3.5,1.7
2013-03-19 17:00:00,38.0,2.8,1.8
2013-03-19 18:00:00,28.0,2.3,1.6
2013-03-19 19:00:00,30.0,1.7,1.0
2013-03-19 20:00:00,38.0,0.9,0.5
2013-03-19 21:00:00,39.0,0.9,0.5
2013-03-19 22:00:00,65.0,0.4,0.1
2013-03-19 23:00:00,65.0,-0.1,-0.5
2013-03-20 00:00:00,68.0,-0.3,-0.6
2013-03-20 01:00:00,47.0,-1.2,-1.5
2013-03-20 02:00:00,40.0,-1.2,-1.3
2013-03-20 03:00:00,52.0,-1.1,-1.2
2013-03-20 04:00:00,52.0,-2.1,-2.4
2013-03-20 05:00:00,31.0,-4.3,-4.7
2013-03-20 06:00:00,23.0,-5.7,-6.0
2013-03-20 07:00:00,27.0,-2.3,-2.3
2013-03-20 08:00:00,39.0,-0.1,-1.1
2013-03-20 09:00:00,42.0,1.9,-2.1
2013-03-20 10:00:00,24.0,2.6,-4.0
2013-03-20 11:00:00,40.0,3.1,-3.3
2013-03-20 12:00:00,27.0,3.8,-5.2
2013-03-20 13:00:00,33.0,4.7,-3.6
2013-03-20 14:00:00,51.0,5.4,-3.4
2013-03-20 15:00:00,30.0,5.4,-4.2
2013-03-20 16:00:00,37.0,5.4,-3.2
2013-03-20 17:00:00,41.0,4.4,-2.3
2013-03-20 18:00:00,59.0,3.8,-2.4
2013-03-20 19:00:00,78.0,3.4,-2.4
2013-03-20 20:00:00,69.0,3.1,-2.4
2013-03-20 21:00:00,77.0,2.8,-2.5
2013-03-20 22:00:00,81.0,2.8,-2.7
2013-03-20 23:00:00,106.0,2.2,-2.9
2013-03-21 00:00:00,92.0,1.9,-2.6
2013-03-21 01:00:00,112.0,1.7,-2.8
2013-03-21 02:00:00,97.0,1.0,-2.8
2013-03-21 03:00:00,103.0,-0.8,-2.7
2013-03-21 04:00:00,78.0,-1.7,-3.0
2013-03-21 05:00:00,73.0,-1.7,-2.7
2013-03-21 06:00:00,73.0,-0.6,-2.2
2013-03-21 07:00:00,112.0,0.2,-2.0
2013-03-21 08:00:00,116.0,1.4,-1.8
2013-03-21 09:00:00,120.0,2.7,-2.2
2013-03-21 10:00:00,130.0,3.7,-1.9
2013-03-21 11:00:00,142.0,5.0,-1.9
2013-03-21 12:00:00,162.0,6.2,-1.5
2013-03-21 13:00:00,178.0,6.9,-1.3
2013-03-21 14:00:00,181.0,7.5,-1.2
2013-03-21 15:00:00,187.0,7.7,-0.8
2013-03-21 16:00:00,188.0,7.7,-0.8
2013-03-21 17:00:00,187.0,6.9,-0.1
2013-03-21 18:00:00,190.0,6.1,0.0
2013-03-21 19:00:00,202.0,5.5,0.1
2013-03-21 20:00:00,202.0,5.2,-0.2
2013-03-21 21:00:00,205.0,4.8,0.0
2013-03-21 22:00:00,217.0,4.7,0.1
2013-03-21 23:00:00,228.0,4.1,0.1
2013-03-22 00:00:00,202.0,3.4,-0.1
2013-03-22 01:00:00,172.0,1.7,-0.1
2013-03-22 02:00:00,160.0,1.1,-0.4
2013-03-22 03:00:00,117.0,2.4,-5.3
2013-03-22 04:00:00,160.0,4.4,-11.3
2013-03-22 05:00:00,65.0,4.0,-11.6
2013-03-22 06:00:00,18.0,2.7,-8.4
2013-03-22 07:00:00,26.0,5.8,-7.8
2013-03-22 08:00:00,10.0,7.6,-9.3
2013-03-22 09:00:00,146.0,8.6,-9.9
2013-03-22 10:00:00,142.0,8.1,-4.1
2013-03-22 11:00:00,137.0,8.7,-5.6
2013-03-22 12:00:00,63.0,9.2,-3.7
2013-03-22 13:00:00,56.0,9.8,-1.3
2013-03-22 14:00:00,75.0,10.0,-2.0
2013-03-22 15:00:00,83.0,9.6,-2.1
2013-03-22 16:00:00,66.0,9.3,-2.0
2013-03-22 17:00:00,78.0,8.9,-2.4
2013-03-22 18:00:00,76.0,8.1,-3.4
2013-03-22 19:00:00,68.0,7.8,-3.7
2013-03-22 20:00:00,66.0,7.1,-3.8
2013-03-22 21:00:00,64.0,5.6,-3.8
2013-03-22 22:00:00,59.0,4.3,-3.5
2013-03-22 23:00:00,61.0,3.1,-3.3
2013-03-23 00:00:00,64.0,2.7,-3.0
2013-03-23 01:00:00,60.0,2.2,-2.7
2013-03-23 02:00:00,51.0,2.0,-2.7
2013-03-23 03:00:00,51.0,1.5,-2.5
2013-03-23 04:00:00,44.0,0.8,-2.3
2013-03-23 05:00:00,44.0,0.8,-2.1
2013-03-23 06:00:00,51.0,1.0,-1.9
2013-03-23 07:00:00,53.0,1.8,-3.1
2013-03-23 08:00:00,62.0,3.4,-4.6
2013-03-23 09:00:00,78.0,4.5,-5.0
